======== arm64-v8a ========
00000000000c8894 W _ZN6webrtc22CriticalSectionWrapper5LeaveEv
00000000000c890c W _ZN6webrtc22CriticalSectionWrapperC2Ev
00000000000c8af4 W _ZN6webrtc22CriticalSectionWrapperD2Ev
00000000001312d8 T _ZN6webrtc22GetArrayNormalIfExistsERKNSt6__ndk16vectorINS_14CartesianPointIfEENS0_9allocatorIS3_EEEE
000000000017837c W _ZN6webrtc22UpmixMonoToInterleavedIsEEvPKT_iiPS1_
0000000000126f04 T _ZN6webrtc22WriteFloatBufferToFileEPNS_11FileWrapperEmPKf
0000000000126d20 T _ZN6webrtc22WriteInt16BufferToFileEPNS_11FileWrapperEmPKs
0000000000125cec T _ZN6webrtc23ConvertByteArrayToFloatEPKhPf
0000000000126058 T _ZN6webrtc23ConvertFloatToByteArrayEfPh
0000000000120560 T _ZN6webrtc23IntelligibilityEnhancer11GetBankSizeEim
000000000012068c T _ZN6webrtc23IntelligibilityEnhancer13CreateErbBankEm
0000000000121f24 T _ZN6webrtc23IntelligibilityEnhancer14SolveForLambdaEfff
0000000000122118 T _ZN6webrtc23IntelligibilityEnhancer14UpdateErbGainsEv
00000000001217b8 T _ZN6webrtc23IntelligibilityEnhancer17AnalyzeClearBlockEv
000000000011fab4 T _ZN6webrtc23IntelligibilityEnhancer17ProcessClearBlockEPKNSt6__ndk17complexIfEEPS3_
000000000011f988 T _ZN6webrtc23IntelligibilityEnhancer17TransformCallback17ProcessAudioBlockEPKPKNSt6__ndk17complexIfEEmmmPKPS4_
000000000011f908 T _ZN6webrtc23IntelligibilityEnhancer17TransformCallbackC1EPS0_
000000000011f908 T _ZN6webrtc23IntelligibilityEnhancer17TransformCallbackC2EPS0_
0000000000122370 W _ZN6webrtc23IntelligibilityEnhancer17TransformCallbackD0Ev
0000000000121114 W _ZN6webrtc23IntelligibilityEnhancer17TransformCallbackD2Ev
0000000000121518 T _ZN6webrtc23IntelligibilityEnhancer18ProcessRenderAudioEPKPfim
0000000000121220 T _ZN6webrtc23IntelligibilityEnhancer23SetCaptureNoiseEstimateENSt6__ndk16vectorIfNS1_9allocatorIfEEEE
0000000000121b8c T _ZN6webrtc23IntelligibilityEnhancer24SolveForGainsGivenLambdaEfmPf
000000000011fc80 W _ZN6webrtc23IntelligibilityEnhancer6ConfigC2Ev
000000000011fce0 T _ZN6webrtc23IntelligibilityEnhancerC1ERKNS0_6ConfigE
000000000011fc14 T _ZN6webrtc23IntelligibilityEnhancerC1Ev
000000000011fce0 T _ZN6webrtc23IntelligibilityEnhancerC2ERKNS0_6ConfigE
000000000011fc14 T _ZN6webrtc23IntelligibilityEnhancerC2Ev
0000000000185778 W _ZN6webrtc23IntelligibilityEnhancerD2Ev
00000000000cc140 W _ZN6webrtc23LockedIsacBandwidthInfo3SetERK17IsacBandwidthInfo
00000000001269e0 T _ZN6webrtc23ReadFloatBufferFromFileEPNS_11FileWrapperEmPf
0000000000126388 T _ZN6webrtc23ReadInt16BufferFromFileEPNS_11FileWrapperEmPs
0000000000188bd8 W _ZN6webrtc23RenderQueueItemVerifierIfEC2Em
000000000018dbbc W _ZN6webrtc23RenderQueueItemVerifierIsEC2Em
00000000001270a0 T _ZN6webrtc23WriteDoubleBufferToFileEPNS_11FileWrapperEmPKd
0000000000125ea0 T _ZN6webrtc24ConvertByteArrayToDoubleEPKhPd
00000000001261f0 T _ZN6webrtc24ConvertDoubleToByteArrayEdPh
00000000000ff098 T _ZN6webrtc24DownmixInterleavedToMonoIsEEvPKT_miPS1_
0000000000126b80 T _ZN6webrtc24ReadDoubleBufferFromFileEPNS_11FileWrapperEmPd
0000000000131d7c T _ZN6webrtc25CovarianceMatrixGenerator19PhaseAlignmentMasksEmmifRKNSt6__ndk16vectorINS_14CartesianPointIfEENS1_9allocatorIS4_EEEEfPNS_13ComplexMatrixIfEE
0000000000131a98 T _ZN6webrtc25CovarianceMatrixGenerator22AngledCovarianceMatrixEffmmmiRKNSt6__ndk16vectorINS_14CartesianPointIfEENS1_9allocatorIS4_EEEEPNS_13ComplexMatrixIfEE
000000000013173c T _ZN6webrtc25CovarianceMatrixGenerator23UniformCovarianceMatrixEfRKNSt6__ndk16vectorINS_14CartesianPointIfEENS1_9allocatorIS4_EEEEPNS_13ComplexMatrixIfEE
00000000000fa5ac W _ZN6webrtc26STLDeleteContainerPointersINSt6__ndk111__wrap_iterIPPNS_13ChannelBufferIfEEEEEEvT_S8_
000000000013bed0 W _ZN6webrtc26STLDeleteContainerPointersINSt6__ndk111__wrap_iterIPPNS_13ComplexMatrixIfEEEEEEvT_S8_
00000000000fb678 W _ZN6webrtc26STLDeleteContainerPointersINSt6__ndk111__wrap_iterIPPNS_14AudioConverterEEEEEvT_S7_
00000000001791d0 W _ZN6webrtc26STLDeleteContainerPointersINSt6__ndk111__wrap_iterIPPNS_15SparseFIRFilterEEEEEvT_S7_
00000000000f7f7c W _ZN6webrtc26STLDeleteContainerPointersINSt6__ndk111__wrap_iterIPPNS_17PushSincResamplerEEEEEvT_S7_
0000000000178e14 W _ZN6webrtc26STLDeleteContainerPointersINSt6__ndk111__wrap_iterIPPNS_19ThreeBandFilterBankEEEEEvT_S7_
00000000000f3e18 T _ZN6webrtc27SinusoidalLinearChirpSource3RunEmPf
00000000000f3f98 T _ZN6webrtc27SinusoidalLinearChirpSource9FrequencyEm
00000000000f3d60 T _ZN6webrtc27SinusoidalLinearChirpSourceC1Eimdd
00000000000f3d60 T _ZN6webrtc27SinusoidalLinearChirpSourceC2Eimdd
00000000000f4004 W _ZN6webrtc27SinusoidalLinearChirpSourceD0Ev
00000000000f3fe0 W _ZN6webrtc27SinusoidalLinearChirpSourceD2Ev
00000000000ff0d4 W _ZN6webrtc28DownmixInterleavedToMonoImplIsiEEvPKT_miPS1_
000000000012f680 W _ZN6webrtc28GetOutLengthToDyadicDecimateEmb
00000000001924ec T _ZN6webrtc29GainControlForExperimentalAgc12GetMicVolumeEv
000000000019243c T _ZN6webrtc29GainControlForExperimentalAgc12SetMicVolumeEi
0000000000192318 T _ZN6webrtc29GainControlForExperimentalAgc14enable_limiterEb
00000000001921c8 T _ZN6webrtc29GainControlForExperimentalAgc19stream_analog_levelEv
0000000000192278 T _ZN6webrtc29GainControlForExperimentalAgc21set_target_level_dbfsEi
0000000000192378 T _ZN6webrtc29GainControlForExperimentalAgc23set_analog_level_limitsEii
00000000001922c8 T _ZN6webrtc29GainControlForExperimentalAgc23set_compression_gain_dbEi
0000000000192148 T _ZN6webrtc29GainControlForExperimentalAgc23set_stream_analog_levelEi
00000000001920c4 T _ZN6webrtc29GainControlForExperimentalAgc6EnableEb
0000000000192244 T _ZN6webrtc29GainControlForExperimentalAgc8set_modeENS_11GainControl4ModeE
0000000000191fe8 T _ZN6webrtc29GainControlForExperimentalAgcC1EPNS_11GainControlEPN3rtc15CriticalSectionE
0000000000191fe8 T _ZN6webrtc29GainControlForExperimentalAgcC2EPNS_11GainControlEPN3rtc15CriticalSectionE
00000000001925cc W _ZN6webrtc29GainControlForExperimentalAgcD0Ev
0000000000192594 W _ZN6webrtc29GainControlForExperimentalAgcD2Ev
000000000012665c T _ZN6webrtc30ReadInt16FromFileToFloatBufferEPNS_11FileWrapperEmPf
0000000000126840 T _ZN6webrtc31ReadInt16FromFileToDoubleBufferEPNS_11FileWrapperEmPd
00000000001587d0 T _ZN6webrtc3Agc13GetRmsErrorDbEPi
0000000000158488 T _ZN6webrtc3Agc14AnalyzePreprocEPKsm
0000000000158960 T _ZN6webrtc3Agc21set_target_level_dbfsEi
0000000000158930 T _ZN6webrtc3Agc5ResetEv
0000000000158584 T _ZN6webrtc3Agc7ProcessEPKsmi
00000000001581f4 T _ZN6webrtc3AgcC1Ev
00000000001581f4 T _ZN6webrtc3AgcC2Ev
000000000015844c T _ZN6webrtc3AgcD0Ev
0000000000158370 T _ZN6webrtc3AgcD1Ev
0000000000158370 T _ZN6webrtc3AgcD2Ev
0000000000118be4 W _ZN6webrtc3VadC2Ev
0000000000119080 W _ZN6webrtc3VadD0Ev
0000000000119070 W _ZN6webrtc3VadD2Ev
00000000000c83e8 T _ZN6webrtc5Trace11CreateTraceEv
00000000000c8404 T _ZN6webrtc5Trace11ReturnTraceEv
00000000000c84ec T _ZN6webrtc5Trace12SetTraceFileEPKcb
00000000000c64c0 T _ZN6webrtc5Trace12level_filterEv
0000000000286054 D _ZN6webrtc5Trace13level_filter_E
00000000000c8578 T _ZN6webrtc5Trace16SetTraceCallbackEPNS_13TraceCallbackE
0000000000203c08 R _ZN6webrtc5Trace16kTimestampLengthE
00000000000c8494 T _ZN6webrtc5Trace16set_level_filterEi
0000000000203c00 R _ZN6webrtc5Trace18kBoilerplateLengthE
0000000000203c04 R _ZN6webrtc5Trace18kTimestampPositionE
00000000000c85ec T _ZN6webrtc5Trace3AddENS_10TraceLevelENS_11TraceModuleEiPKcz
00000000000c8420 T _ZN6webrtc5Trace9TraceFileEPc
00000000000aca84 W _ZN6webrtc6Config10BaseOptionC2Ev
00000000000acb50 W _ZN6webrtc6Config10BaseOptionD0Ev
00000000000acb40 W _ZN6webrtc6Config10BaseOptionD2Ev
0000000000183580 W _ZN6webrtc6Config10identifierINS_11BeamformingEEENS_14ConfigOptionIDEv
00000000000acc78 W _ZN6webrtc6Config10identifierINS_13DelayAgnosticEEENS_14ConfigOptionIDEv
00000000000ace60 W _ZN6webrtc6Config10identifierINS_14ExperimentalNsEEENS_14ConfigOptionIDEv
00000000000ab320 W _ZN6webrtc6Config10identifierINS_14ExtendedFilterEEENS_14ConfigOptionIDEv
00000000000acf54 W _ZN6webrtc6Config10identifierINS_15ExperimentalAgcEEENS_14ConfigOptionIDEv
00000000000acb84 W _ZN6webrtc6Config10identifierINS_15IntelligibilityEEENS_14ConfigOptionIDEv
00000000000acd6c W _ZN6webrtc6Config10identifierINS_17NextGenerationAecEEENS_14ConfigOptionIDEv
0000000000183588 W _ZN6webrtc6Config13default_valueINS_11BeamformingEEERKT_v
000000000018acb8 W _ZN6webrtc6Config13default_valueINS_13DelayAgnosticEEERKT_v
00000000001851f8 W _ZN6webrtc6Config13default_valueINS_14ExperimentalNsEEERKT_v
000000000018abcc W _ZN6webrtc6Config13default_valueINS_14ExtendedFilterEEERKT_v
0000000000182f24 W _ZN6webrtc6Config13default_valueINS_15ExperimentalAgcEEERKT_v
0000000000183494 W _ZN6webrtc6Config13default_valueINS_15IntelligibilityEEERKT_v
000000000018ada4 W _ZN6webrtc6Config13default_valueINS_17NextGenerationAecEEERKT_v
00000000000a9b50 W _ZN6webrtc6Config3SetINS_13DelayAgnosticEEEvPT_
00000000000a9d80 W _ZN6webrtc6Config3SetINS_14ExperimentalNsEEEvPT_
00000000000a9920 W _ZN6webrtc6Config3SetINS_14ExtendedFilterEEEvPT_
00000000000a9e98 W _ZN6webrtc6Config3SetINS_15ExperimentalAgcEEEvPT_
00000000000a9a38 W _ZN6webrtc6Config3SetINS_15IntelligibilityEEEvPT_
00000000000a9c68 W _ZN6webrtc6Config3SetINS_17NextGenerationAecEEEvPT_
00000000000acc80 W _ZN6webrtc6Config6OptionINS_13DelayAgnosticEEC2EPS2_
00000000000acd38 W _ZN6webrtc6Config6OptionINS_13DelayAgnosticEED0Ev
00000000000accd8 W _ZN6webrtc6Config6OptionINS_13DelayAgnosticEED2Ev
00000000000ace68 W _ZN6webrtc6Config6OptionINS_14ExperimentalNsEEC2EPS2_
00000000000acf20 W _ZN6webrtc6Config6OptionINS_14ExperimentalNsEED0Ev
00000000000acec0 W _ZN6webrtc6Config6OptionINS_14ExperimentalNsEED2Ev
00000000000ab328 W _ZN6webrtc6Config6OptionINS_14ExtendedFilterEEC2EPS2_
00000000000acb0c W _ZN6webrtc6Config6OptionINS_14ExtendedFilterEED0Ev
00000000000acaac W _ZN6webrtc6Config6OptionINS_14ExtendedFilterEED2Ev
00000000000acf5c W _ZN6webrtc6Config6OptionINS_15ExperimentalAgcEEC2EPS2_
00000000000ad014 W _ZN6webrtc6Config6OptionINS_15ExperimentalAgcEED0Ev
00000000000acfb4 W _ZN6webrtc6Config6OptionINS_15ExperimentalAgcEED2Ev
00000000000acb8c W _ZN6webrtc6Config6OptionINS_15IntelligibilityEEC2EPS2_
00000000000acc44 W _ZN6webrtc6Config6OptionINS_15IntelligibilityEED0Ev
00000000000acbe4 W _ZN6webrtc6Config6OptionINS_15IntelligibilityEED2Ev
00000000000acd74 W _ZN6webrtc6Config6OptionINS_17NextGenerationAecEEC2EPS2_
00000000000ace2c W _ZN6webrtc6Config6OptionINS_17NextGenerationAecEED0Ev
00000000000acdcc W _ZN6webrtc6Config6OptionINS_17NextGenerationAecEED2Ev
00000000000a98fc W _ZN6webrtc6ConfigC2Ev
00000000000aa1cc W _ZN6webrtc6ConfigD2Ev
0000000000139230 W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE14CopyFromColumnEPKPKS3_mm
000000000013d144 W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE3AddERKS4_
00000000001383e4 W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE3AddERKS4_S6_
00000000001359d8 W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE4dataEv
0000000000137a9c W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE5ScaleIS3_EERS4_RKT_
0000000000132020 W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE5ScaleIfEERS4_RKT_
0000000000137794 W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE6ResizeEmm
0000000000133378 W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE6ResizeEv
000000000013bd50 W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE8CopyFromEPKS3_mm
0000000000137bb8 W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE8CopyFromERKS4_
0000000000135a08 W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE8MultiplyEPKPKS3_mS8_
000000000013241c W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE8MultiplyERKS4_S6_
0000000000131a10 W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE8elementsEv
00000000001358f0 W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE9TransposeEPKPKS3_
00000000001321fc W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEE9TransposeERKS4_
00000000001331dc W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEEC2Emm
000000000013aeec W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEEC2Ev
0000000000132820 W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEED0Ev
00000000001327ac W _ZN6webrtc6MatrixINSt6__ndk17complexIfEEED2Ev
00000000000ff808 T _ZN6webrtc7Blocker12ProcessChunkEPKPKfmmmPKPf
00000000000ff3e4 T _ZN6webrtc7BlockerC1EmmmmPKfmPNS_15BlockerCallbackE
00000000000ff3e4 T _ZN6webrtc7BlockerC2EmmmmPKfmPNS_15BlockerCallbackE
0000000000104e50 W _ZN6webrtc7BlockerD2Ev
000000000012f08c T _ZN6webrtc7WPDNode6UpdateEPKfm
000000000012f388 T _ZN6webrtc7WPDNode8set_dataEPKfm
000000000012edf0 T _ZN6webrtc7WPDNodeC1EmPKfm
000000000012edf0 T _ZN6webrtc7WPDNodeC2EmPKfm
000000000012f054 T _ZN6webrtc7WPDNodeD1Ev
000000000012f054 T _ZN6webrtc7WPDNodeD2Ev
000000000012fe18 T _ZN6webrtc7WPDTree6NodeAtEii
000000000012ff04 T _ZN6webrtc7WPDTree6UpdateEPKfm
000000000012f6e0 T _ZN6webrtc7WPDTreeC1EmPKfS2_mi
000000000012f6e0 T _ZN6webrtc7WPDTreeC2EmPKfS2_mi
000000000012fdec T _ZN6webrtc7WPDTreeD1Ev
000000000012fdec T _ZN6webrtc7WPDTreeD2Ev
00000000000c611c T _ZN6webrtc7metrics12HistogramAddEPNS0_9HistogramERKNSt6__ndk112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEi
00000000000c60dc T _ZN6webrtc7metrics25HistogramFactoryGetCountsERKNSt6__ndk112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEiii
00000000000c6100 T _ZN6webrtc7metrics30HistogramFactoryGetEnumerationERKNSt6__ndk112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEi
00000000001307c8 W _ZN6webrtc8DistanceIfEEfNS_14CartesianPointIT_EES3_
00000000000c5aa8 W _ZN6webrtc8InStreamC2Ev
00000000000c5b08 W _ZN6webrtc8InStreamD0Ev
00000000000c5af8 W _ZN6webrtc8InStreamD2Ev
000000000019deac T _ZN6webrtc8RMSLevel12ProcessMutedEm
000000000019ded4 T _ZN6webrtc8RMSLevel3RMSEv
000000000019ddec T _ZN6webrtc8RMSLevel5ResetEv
000000000019de0c T _ZN6webrtc8RMSLevel7ProcessEPKsm
000000000019ddbc T _ZN6webrtc8RMSLevelC1Ev
000000000019ddbc T _ZN6webrtc8RMSLevelC2Ev
000000000019dddc T _ZN6webrtc8RMSLevelD1Ev
000000000019dddc T _ZN6webrtc8RMSLevelD2Ev
0000000000125f90 W _ZN6webrtc8bit_castIdmEET_RKT0_
0000000000125dd8 W _ZN6webrtc8bit_castIfjEET_RKT0_
0000000000126128 W _ZN6webrtc8bit_castIjfEET_RKT0_
00000000001262c0 W _ZN6webrtc8bit_castImdEET_RKT0_
0000000000118a94 T _ZN6webrtc9CreateVadENS_3Vad14AggressivenessE
0000000000159ef8 W _ZN6webrtc9DebugFile5WriteEPKsm
00000000001594e0 W _ZN6webrtc9DebugFileC2EPKc
000000000015b944 W _ZN6webrtc9DebugFileD2Ev
0000000000109af0 T _ZN6webrtc9FIRFilter6CreateEPKfmm
0000000000109e14 W _ZN6webrtc9FIRFilterC2Ev
000000000010a304 W _ZN6webrtc9FIRFilterD0Ev
000000000010a2f4 W _ZN6webrtc9FIRFilterD2Ev
000000000015c088 T _ZN6webrtc9Histogram10UpdateHistEii
000000000015bdbc T _ZN6webrtc9Histogram11GetBinIndexEd
000000000015c0dc T _ZN6webrtc9Histogram15RemoveTransientEv
000000000015bef0 T _ZN6webrtc9Histogram26InsertNewestEntryAndUpdateEii
000000000015bd04 T _ZN6webrtc9Histogram26RemoveOldestEntryAndUpdateEv
000000000015c344 T _ZN6webrtc9Histogram5ResetEv
000000000015c2c0 T _ZN6webrtc9Histogram6CreateEi
000000000015c268 T _ZN6webrtc9Histogram6CreateEv
000000000015bc80 T _ZN6webrtc9Histogram6UpdateEdd
000000000015baa0 T _ZN6webrtc9HistogramC1Ei
000000000015b9c4 T _ZN6webrtc9HistogramC1Ev
000000000015baa0 T _ZN6webrtc9HistogramC2Ei
000000000015b9c4 T _ZN6webrtc9HistogramC2Ev
000000000015bc40 T _ZN6webrtc9HistogramD1Ev
000000000015bc40 T _ZN6webrtc9HistogramD2Ev
00000000000ce128 W _ZN6webrtc9IsacFloat10ControlBweEP16WebRtcISACStructiis
00000000000ce1c4 W _ZN6webrtc9IsacFloat10SetMaxRateEP16WebRtcISACStructi
00000000000cc0f0 W _ZN6webrtc9IsacFloat11DecoderInitEP16WebRtcISACStruct
00000000000cda5c W _ZN6webrtc9IsacFloat11EncSampRateEP16WebRtcISACStruct
00000000000ce0d0 W _ZN6webrtc9IsacFloat11EncoderInitEP16WebRtcISACStructs
00000000000cc548 W _ZN6webrtc9IsacFloat12GetErrorCodeEP16WebRtcISACStruct
00000000000cc840 W _ZN6webrtc9IsacFloat14DecodeInternalEP16WebRtcISACStructPKhmPsS5_
00000000000cdb10 W _ZN6webrtc9IsacFloat14GetNewFrameLenEP16WebRtcISACStruct
00000000000cc814 W _ZN6webrtc9IsacFloat14SetDecSampRateEP16WebRtcISACStructt
00000000000ce0fc W _ZN6webrtc9IsacFloat14SetEncSampRateEP16WebRtcISACStructt
00000000000cc114 W _ZN6webrtc9IsacFloat16GetBandwidthInfoEP16WebRtcISACStructP17IsacBandwidthInfo
00000000000cdff0 W _ZN6webrtc9IsacFloat16SetBandwidthInfoEP16WebRtcISACStructPK17IsacBandwidthInfo
00000000000cc4cc W _ZN6webrtc9IsacFloat16UpdateBwEstimateEP16WebRtcISACStructPKhmtjj
00000000000ce198 W _ZN6webrtc9IsacFloat17SetMaxPayloadSizeEP16WebRtcISACStructs
00000000000cc2e4 W _ZN6webrtc9IsacFloat4FreeEP16WebRtcISACStruct
00000000000cc0cc W _ZN6webrtc9IsacFloat6CreateEPP16WebRtcISACStruct
00000000000ce01c W _ZN6webrtc9IsacFloat6EncodeEP16WebRtcISACStructPKsPh
00000000000ce164 W _ZN6webrtc9IsacFloat7ControlEP16WebRtcISACStructii
00000000000cc39c W _ZN6webrtc9IsacFloat9DecodePlcEP16WebRtcISACStructPsm
00000000000c5ad0 W _ZN6webrtc9OutStreamC2Ev
00000000000c5b24 W _ZN6webrtc9OutStreamD0Ev
00000000000c5b14 W _ZN6webrtc9OutStreamD2Ev
00000000000f22c4 T _ZN6webrtc9Resampler13ResetIfNeededEiim
00000000000f2378 T _ZN6webrtc9Resampler4PushEPKsmPsmRm
00000000000f0c48 T _ZN6webrtc9Resampler5ResetEiim
00000000000f0be0 T _ZN6webrtc9ResamplerC1Eiim
00000000000f0b8c T _ZN6webrtc9ResamplerC1Ev
00000000000f0be0 T _ZN6webrtc9ResamplerC2Eiim
00000000000f0b8c T _ZN6webrtc9ResamplerC2Ev
00000000000f2140 T _ZN6webrtc9ResamplerD1Ev
00000000000f2140 T _ZN6webrtc9ResamplerD2Ev
000000000018a1f4 W _ZN6webrtc9SwapQueueINSt6__ndk16vectorIfNS1_9allocatorIfEEEENS_23RenderQueueItemVerifierIfEEE16VerifyQueueSlotsEv
0000000000188de0 W _ZN6webrtc9SwapQueueINSt6__ndk16vectorIfNS1_9allocatorIfEEEENS_23RenderQueueItemVerifierIfEEE5ClearEv
00000000001866f4 W _ZN6webrtc9SwapQueueINSt6__ndk16vectorIfNS1_9allocatorIfEEEENS_23RenderQueueItemVerifierIfEEE6InsertEPS5_
0000000000186de8 W _ZN6webrtc9SwapQueueINSt6__ndk16vectorIfNS1_9allocatorIfEEEENS_23RenderQueueItemVerifierIfEEE6RemoveEPS5_
0000000000188bf8 W _ZN6webrtc9SwapQueueINSt6__ndk16vectorIfNS1_9allocatorIfEEEENS_23RenderQueueItemVerifierIfEEEC2EmRKS5_RKS7_
000000000018a134 W _ZN6webrtc9SwapQueueINSt6__ndk16vectorIfNS1_9allocatorIfEEEENS_23RenderQueueItemVerifierIfEEED2Ev
0000000000190d34 W _ZN6webrtc9SwapQueueINSt6__ndk16vectorIsNS1_9allocatorIsEEEENS_23RenderQueueItemVerifierIsEEE16VerifyQueueSlotsEv
000000000018de58 W _ZN6webrtc9SwapQueueINSt6__ndk16vectorIsNS1_9allocatorIsEEEENS_23RenderQueueItemVerifierIsEEE5ClearEv
000000000018be1c W _ZN6webrtc9SwapQueueINSt6__ndk16vectorIsNS1_9allocatorIsEEEENS_23RenderQueueItemVerifierIsEEE6InsertEPS5_
000000000018c510 W _ZN6webrtc9SwapQueueINSt6__ndk16vectorIsNS1_9allocatorIsEEEENS_23RenderQueueItemVerifierIsEEE6RemoveEPS5_
000000000018dbdc W _ZN6webrtc9SwapQueueINSt6__ndk16vectorIsNS1_9allocatorIsEEEENS_23RenderQueueItemVerifierIsEEEC2EmRKS5_RKS7_
00000000001907a4 W _ZN6webrtc9SwapQueueINSt6__ndk16vectorIsNS1_9allocatorIsEEEENS_23RenderQueueItemVerifierIsEEED2Ev
00000000000c7c50 T _ZN6webrtc9TraceImpl11WriteToFileEPKct
00000000000c784c T _ZN6webrtc9TraceImpl13TraceFileImplEPc
00000000000c6788 T _ZN6webrtc9TraceImpl14CreateInstanceEv
00000000000c6440 T _ZN6webrtc9TraceImpl14StaticInstanceENS_14CountOperationENS_10TraceLevelE
00000000000c7b70 T _ZN6webrtc9TraceImpl16AddMessageToListEPKctNS_10TraceLevelE
00000000000c7444 T _ZN6webrtc9TraceImpl16SetTraceFileImplEPKcb
00000000000c790c T _ZN6webrtc9TraceImpl20SetTraceCallbackImplEPNS_13TraceCallbackE
00000000000c8198 T _ZN6webrtc9TraceImpl7AddImplENS_10TraceLevelENS_11TraceModuleEiPKc
00000000000c675c T _ZN6webrtc9TraceImpl8GetTraceENS_10TraceLevelE
00000000000c67d0 T _ZN6webrtc9TraceImplC2Ev
00000000000c6a0c T _ZN6webrtc9TraceImplD0Ev
00000000000c68b8 T _ZN6webrtc9TraceImplD1Ev
00000000000c68b8 T _ZN6webrtc9TraceImplD2Ev
00000000000a7230 W _ZN7_JNIEnv12NewStringUTFEPKc
00000000000a76f8 W _ZN7_JNIEnv14GetArrayLengthEP7_jarray
00000000000a76b8 W _ZN7_JNIEnv20GetByteArrayElementsEP11_jbyteArrayPh
00000000000a7730 W _ZN7_JNIEnv22GetDirectBufferAddressEP8_jobject
00000000000a7768 W _ZN7_JNIEnv23GetDirectBufferCapacityEP8_jobject
00000000000a77a0 W _ZN7_JNIEnv24ReleaseByteArrayElementsEP11_jbyteArrayPai
00000000000a906c T _ZN8XTourApi10processAllEPhS0_S0_i
00000000000a9670 T _ZN8XTourApi12processByAPMEPsS0_S0_S0_
00000000000a94f4 T _ZN8XTourApi13bytesToShortsEPKhiPsb
00000000000a97d0 T _ZN8XTourApi13shortsToBytesEPKsiPhb
00000000000a9468 T _ZN8XTourApi14isLittleEndianEv
00000000000a8fec T _ZN8XTourApi7freeAPMEv
00000000000a8618 T _ZN8XTourApi7initAPMEv
00000000000a8418 T _ZN8XTourApiC1Eiiiiii
00000000000a8418 T _ZN8XTourApiC2Eiiiiii
00000000000a8f8c T _ZN8XTourApiD1Ev
00000000000a8f8c T _ZN8XTourApiD2Ev
00000000000fa358 W _ZNK3rtc10scoped_ptrIA_PfNS_14DefaultDeleterIS2_EEEixEm
0000000000100ad4 W _ZNK3rtc10scoped_ptrIA_PsNS_14DefaultDeleterIS2_EEEixEm
00000000000f44c4 W _ZNK3rtc10scoped_ptrIA_fN6webrtc18AlignedFreeDeleterEE3getEv
00000000000f4b20 W _ZNK3rtc10scoped_ptrIA_fN6webrtc18AlignedFreeDeleterEEixEm
00000000000efabc W _ZNK3rtc10scoped_ptrIA_fNS_14DefaultDeleterIS1_EEE3getEv
00000000000fa2d4 W _ZNK3rtc10scoped_ptrIA_fNS_14DefaultDeleterIS1_EEEixEm
0000000000105b38 W _ZNK3rtc10scoped_ptrIA_mNS_14DefaultDeleterIS1_EEE3getEv
00000000000eefb8 W _ZNK3rtc10scoped_ptrIA_sNS_14DefaultDeleterIS1_EEE3getEv
0000000000100a50 W _ZNK3rtc10scoped_ptrIA_sNS_14DefaultDeleterIS1_EEEixEm
00000000000c699c W _ZNK3rtc10scoped_ptrIN6webrtc11FileWrapperENS_14DefaultDeleterIS2_EEEptEv
00000000001041e8 W _ZNK3rtc10scoped_ptrIN6webrtc11RealFourierENS_14DefaultDeleterIS2_EEEptEv
00000000000c4610 W _ZNK3rtc10scoped_ptrIN6webrtc13RWLockWrapperENS_14DefaultDeleterIS2_EEEdeEv
00000000000f06ec W _ZNK3rtc10scoped_ptrIN6webrtc13SincResamplerENS_14DefaultDeleterIS2_EEEptEv
00000000000ef0a8 W _ZNK3rtc10scoped_ptrIN6webrtc17PushSincResamplerENS_14DefaultDeleterIS2_EEEptEv
00000000000b2b00 T _ZNK3rtc12TryCritScope6lockedEv
00000000000fa4b4 W _ZNK3rtc14DefaultDeleterIA_PfEclEPS1_
00000000001009b8 W _ZNK3rtc14DefaultDeleterIA_PsEclEPS1_
00000000000efdf4 W _ZNK3rtc14DefaultDeleterIA_fEclEPf
0000000000105fa8 W _ZNK3rtc14DefaultDeleterIA_mEclEPm
